Question,True Answer,answers,MCQs,3_MC,2_MC
下列属门德尔松作品的是？,仲夏夜之梦,"['六月船歌', '蓝色多瑙河', '土耳其进行曲']",请选择一个正确选项。下列属门德尔松作品的是？：A 仲夏夜之梦 ，B 六月船歌 ，C 蓝色多瑙河，D 土耳其进行曲。只能选择一个选项，禁止解释。,请选择一个正确选项。下列属门德尔松作品的是？：A 六月船歌 ，B  蓝色多瑙河 ，C 仲夏夜之梦。只能选择一个选项，禁止解释。,请选择一个正确选项。下列属门德尔松作品的是？：A 六月船歌 ，B 仲夏夜之梦。只能选择一个选项，禁止解释。
下列属柴可夫斯基作品的是？,1812序曲,"['悲伦奏鸣曲', '军队进行曲', '欢乐岛']",请选择一个正确选项。下列属柴可夫斯基作品的是？：A 悲伦奏鸣曲 ，B 1812序曲 ，C 军队进行曲，D 欢乐岛。只能选择一个选项，禁止解释。,请选择一个正确选项。下列属柴可夫斯基作品的是？：A 悲伦奏鸣曲 ，B  军队进行曲 ，C 1812序曲。只能选择一个选项，禁止解释。,请选择一个正确选项。下列属柴可夫斯基作品的是？：A 悲伦奏鸣曲 ，B 1812序曲。只能选择一个选项，禁止解释。
下列曲目中那首是属于钢琴曲？,贝多芬《月光奏鸣曲》,"['《1812序曲》', '李斯特《前奏曲》', '德彪西《大海》']",请选择一个正确选项。下列曲目中那首是属于钢琴曲？：A 《1812序曲》 ，B 李斯特《前奏曲》 ，C 德彪西《大海》，D 贝多芬《月光奏鸣曲》。只能选择一个选项，禁止解释。,请选择一个正确选项。下列曲目中那首是属于钢琴曲？：A 《1812序曲》 ，B  李斯特《前奏曲》 ，C 贝多芬《月光奏鸣曲》。只能选择一个选项，禁止解释。,请选择一个正确选项。下列曲目中那首是属于钢琴曲？：A 《1812序曲》 ，B 贝多芬《月光奏鸣曲》。只能选择一个选项，禁止解释。
下列关于并发控制的描述错误的是_____?,不能对一个对象同时设置互斥锁和共享锁,"['并发控制是指用于实现事务顺序性的技术', '通过设置互斥锁，可以实现事务对对象写操作的互斥进行', '设置共享锁，可以允许多个事务对相应对象执行读操作']",请选择一个正确选项。下列关于并发控制的描述错误的是_____?：A 并发控制是指用于实现事务顺序性的技术 ，B 通过设置互斥锁，可以实现事务对对象写操作的互斥进行 ，C 设置共享锁，可以允许多个事务对相应对象执行读操作，D 不能对一个对象同时设置互斥锁和共享锁。只能选择一个选项，禁止解释。,请选择一个正确选项。下列关于并发控制的描述错误的是_____?：A 并发控制是指用于实现事务顺序性的技术 ，B  通过设置互斥锁，可以实现事务对对象写操作的互斥进行 ，C 不能对一个对象同时设置互斥锁和共享锁。只能选择一个选项，禁止解释。,请选择一个正确选项。下列关于并发控制的描述错误的是_____?：A 并发控制是指用于实现事务顺序性的技术 ，B 不能对一个对象同时设置互斥锁和共享锁。只能选择一个选项，禁止解释。
下面关于重复数据一致性的说法错误的是_____?,若共享文件的链接计数器count的值大于实际共享用户数，则会导致共享文件因无法删除而失去保护，被其他用户非法访问,"['当重复文件中有一个被修改，则其他几个需做同样的修改', '当重复文件中有一个被修改，可以用已修改文件覆盖其他几个文件', '若共享文件的链接计数器count的值小于实际共享用户数，则会造成指针悬空的危险']",请选择一个正确选项。下面关于重复数据一致性的说法错误的是_____?：A 当重复文件中有一个被修改，则其他几个需做同样的修改 ，B 当重复文件中有一个被修改，可以用已修改文件覆盖其他几个文件 ，C 若共享文件的链接计数器count的值大于实际共享用户数，则会导致共享文件因无法删除而失去保护，被其他用户非法访问，D 若共享文件的链接计数器count的值小于实际共享用户数，则会造成指针悬空的危险。只能选择一个选项，禁止解释。,请选择一个正确选项。下面关于重复数据一致性的说法错误的是_____?：A 当重复文件中有一个被修改，则其他几个需做同样的修改 ，B  当重复文件中有一个被修改，可以用已修改文件覆盖其他几个文件 ，C 若共享文件的链接计数器count的值大于实际共享用户数，则会导致共享文件因无法删除而失去保护，被其他用户非法访问。只能选择一个选项，禁止解释。,请选择一个正确选项。下面关于重复数据一致性的说法错误的是_____?：A 当重复文件中有一个被修改，则其他几个需做同样的修改 ，B 若共享文件的链接计数器count的值大于实际共享用户数，则会导致共享文件因无法删除而失去保护，被其他用户非法访问。只能选择一个选项，禁止解释。
磁盘高速缓存设在_____?,内存中,"['磁盘控制器中', 'Cache中', '磁盘中']",请选择一个正确选项。磁盘高速缓存设在_____?：A 内存中 ，B 磁盘控制器中 ，C Cache中，D 磁盘中。只能选择一个选项，禁止解释。,请选择一个正确选项。磁盘高速缓存设在_____?：A 磁盘控制器中 ，B  Cache中 ，C 内存中。只能选择一个选项，禁止解释。,请选择一个正确选项。磁盘高速缓存设在_____?：A 磁盘控制器中 ，B 内存中。只能选择一个选项，禁止解释。
在系统内存中设置磁盘缓冲区的主要目的是_____?,减少磁盘I/O次数,"['减少平均寻道时间', '提高磁盘数据可靠性', '实现设备无关性']",请选择一个正确选项。在系统内存中设置磁盘缓冲区的主要目的是_____?：A 减少磁盘I/O次数 ，B 减少平均寻道时间 ，C 提高磁盘数据可靠性，D 实现设备无关性。只能选择一个选项，禁止解释。,请选择一个正确选项。在系统内存中设置磁盘缓冲区的主要目的是_____?：A 减少平均寻道时间 ，B  提高磁盘数据可靠性 ，C 减少磁盘I/O次数。只能选择一个选项，禁止解释。,请选择一个正确选项。在系统内存中设置磁盘缓冲区的主要目的是_____?：A 减少平均寻道时间 ，B 减少磁盘I/O次数。只能选择一个选项，禁止解释。
采用直接存取方法来读写硬盘上的物理记录时，效率最低的文件结构是_____?,链接文件,"['连续文件', '索引文件', '索引连续文件']",请选择一个正确选项。采用直接存取方法来读写硬盘上的物理记录时，效率最低的文件结构是_____?：A 连续文件 ，B 索引文件 ，C 链接文件，D 索引连续文件。只能选择一个选项，禁止解释。,请选择一个正确选项。采用直接存取方法来读写硬盘上的物理记录时，效率最低的文件结构是_____?：A 连续文件 ，B  索引文件 ，C 链接文件。只能选择一个选项，禁止解释。,请选择一个正确选项。采用直接存取方法来读写硬盘上的物理记录时，效率最低的文件结构是_____?：A 连续文件 ，B 链接文件。只能选择一个选项，禁止解释。
关于弗兰肯斯坦这本小说.本书的写作风格,哥特式,"['幽默', '悲痛', '清新']",请选择一个正确选项。关于弗兰肯斯坦这本小说.本书的写作风格：A 幽默 ，B 悲痛 ，C 哥特式，D 清新。只能选择一个选项，禁止解释。,请选择一个正确选项。关于弗兰肯斯坦这本小说.本书的写作风格：A 幽默 ，B  悲痛 ，C 哥特式。只能选择一个选项，禁止解释。,请选择一个正确选项。关于弗兰肯斯坦这本小说.本书的写作风格：A 幽默 ，B 哥特式。只能选择一个选项，禁止解释。
关于长安的荔枝这本小说.下列那句话体现书中对为官之道的描写,和光同尘，好处均沾，花花轿子众人抬,"['就算失败，我也想知道，自己倒在距离终点多远的地方', '跳胡旋舞的要诀，不是随乐班而动，而是旋出自己的节奏。', '有些冲动是苟且不了的，有些心思是藏不住的']",请选择一个正确选项。关于长安的荔枝这本小说.下列那句话体现书中对为官之道的描写：A 和光同尘，好处均沾，花花轿子众人抬 ，B 就算失败，我也想知道，自己倒在距离终点多远的地方 ，C 跳胡旋舞的要诀，不是随乐班而动，而是旋出自己的节奏。，D 有些冲动是苟且不了的，有些心思是藏不住的。只能选择一个选项，禁止解释。,请选择一个正确选项。关于长安的荔枝这本小说.下列那句话体现书中对为官之道的描写：A 就算失败，我也想知道，自己倒在距离终点多远的地方 ，B  跳胡旋舞的要诀，不是随乐班而动，而是旋出自己的节奏。 ，C 和光同尘，好处均沾，花花轿子众人抬。只能选择一个选项，禁止解释。,请选择一个正确选项。关于长安的荔枝这本小说.下列那句话体现书中对为官之道的描写：A 就算失败，我也想知道，自己倒在距离终点多远的地方 ，B 和光同尘，好处均沾，花花轿子众人抬。只能选择一个选项，禁止解释。
关于水浒传这本小说.小说中绰号九纹龙的是,史进,"['柴进', '鲁智深', '燕青']",请选择一个正确选项。关于水浒传这本小说.小说中绰号九纹龙的是：A 柴进 ，B 史进 ，C 鲁智深，D 燕青。只能选择一个选项，禁止解释。,请选择一个正确选项。关于水浒传这本小说.小说中绰号九纹龙的是：A 柴进 ，B  鲁智深 ，C 史进。只能选择一个选项，禁止解释。,请选择一个正确选项。关于水浒传这本小说.小说中绰号九纹龙的是：A 柴进 ，B 史进。只能选择一个选项，禁止解释。
关于水浒传这本小说.拳打镇关西和倒拔垂杨柳的是,鲁智深,"['戴宗', '关胜', '林冲']",请选择一个正确选项。关于水浒传这本小说.拳打镇关西和倒拔垂杨柳的是：A 鲁智深 ，B 戴宗 ，C 关胜，D 林冲。只能选择一个选项，禁止解释。,请选择一个正确选项。关于水浒传这本小说.拳打镇关西和倒拔垂杨柳的是：A 戴宗 ，B  关胜 ，C 鲁智深。只能选择一个选项，禁止解释。,请选择一个正确选项。关于水浒传这本小说.拳打镇关西和倒拔垂杨柳的是：A 戴宗 ，B 鲁智深。只能选择一个选项，禁止解释。
